order_id,order_date,region,channel,customer_id,customer_type,sales_rep,category,product,qty,discount,status,unit_price,revenue,cost
ORD-101276,2025-01-23,Jakarta,Offline,C02243,UMKM,SR03,Printer & Tinta,Tinta Botol Set CMYK,4,0.0,Completed,280000.0,1120000.0,668400.0
ORD-101277,2025-01-23,,Online,K0163,Korporat,SYS-ONLINE,Peralatan Kantor,Kursi Ergonomis E1,25,0.0,Completed,1900000.0,47500000.0,32627500.0
ORD-101278,2025-01-24,Jakarta,Online,C00057,Retail,SYS-ONLINE,Networking,Switch 8 Port S8,2,0.1,Completed,450000.0,810000.0,
ORD-101279,2025-01-24,Jabar,Online,C01491,Retail,SYS-ONLINE,Networking,Router WiFi 6 R600,4,0.0,Completed,1200000.0,4800000.0,
ORD-101280,2025-01-24,Sumatra,Offline,C01412,Retail,SR10,Printer & Tinta,Tinta Botol Set CMYK,1,0.0,Completed,280000.0,280000.0,165600.0
ORD-101281,2025-01-24,Sumatera,Offline,C02269,Retail,SR11,Smartphone,Smartphone Lumo X,1,0.0,Completed,5500000.0,5500000.0,4755500.0
ORD-101282,2025-01-25,Jakarta,Offline,C00304,Retail,SR02,networking,Router WiFi 6 R600,2,0.0,Completed,1200000.0,2400000.0,
ORD-101283,2025-01-25,Jawa Barat,Offline,C00643,Retail,SR06,Networking,Switch 8 Port S8,5,0.0,Completed,450000.0,2250000.0,
ORD-101284,2025-01-25,Jakarta,Online,C00451,UMKM,SYS-ONLINE,Printer & Tinta,Printer InkJet P200,3,0.05,Completed,2100000.0,5985000.0,5065800.0
ORD-101285,2025-01-25,Jakarta,Offline,C02226,Retail,SR01,Aksesoris,Mouse Wireless M20,3,0.0,Completed,180000.0,540000.0,313500.0
ORD-101286,2025-01-25,Jawa Barat,Offline,C01843,UMKM,SR04,Aksesoris,Power Bank 20000mAh,14,0.0,Completed,320000.0,4480000.0,2795800.0
ORD-101287,2025-01-25,Kalimantan,Online,C01669,Retail,SYS-ONLINE,Aksesoris,Mouse Wireless M20,1,0.05,Completed,180000.0,171000.0,103600.0
ORD-101288,2025-01-25,Jawa Timur,Online,C00811,UMKM,SYS-ONLINE,aksesoris ,Keyboard Mekanik K7,14,0.05,Completed,650000.0,8645000.0,5544000.0
ORD-101289,2025-01-26,Sumatera,Offline,C01325,Retail,SR10,Networking,Router WiFi 6 R600,2,0.05,Completed,1200000.0,2280000.0,
ORD-101290,2025-01-26,Sulawesi,Online,C00494,UMKM,SYS-ONLINE,Aksesoris,Power Bank 20000mAh,10,0.05,Completed,320000.0,3040000.0,1982000.0
ORD-101291,2025-01-26,Kalimantan,Offline,C01226,Retail,SR15,Laptop,Laptop Veno 13,2,10.0,Completed,6200000.0,11160000.0,10934800.0
ORD-101292,2025-01-26,Jawa Barat,Online,C01079,Retail,SYS-ONLINE,Smartphone,Smartphone Lumo A5,2,0.05,Completed,2800000.0,5320000.0,4898600.0
ORD-101293,2025-01-26,Jawa Timur,Online,C01147,Retail,SYS-ONLINE,Peralatan Kantor,Kertas A4 80gsm (rim),5,0.0,Completed,55000.0,275000.0,192000.0
ORD-101294,2025-01-27,Sumatera,Online,K0013,Korporat,SYS-ONLINE,Smartphone,Smartphone Lumo X,10,0.1,Completed,5500000.0,49500000.0,47470000.0
ORD-101295,2025-01-27,Sulawesi,Offline,C00448,Retail,SR18,Aksesoris,Keyboard Mekanik K7,1,0.0,Completed,650000.0,650000.0,400300.0
ORD-101296,2025-01-27,Jawa Timur,Offline,C00927,Retail,SR08,Peralatan Kantor,Kertas A4 80gsm (rim),5,0.0,Completed,55000.0,275000.0,189000.0
ORD-101297,2025-01-28,Sumatera,Offline,K0009,Korporat,SR10,Smartphone,Smartphone Lumo A5,6,0.05,Completed,2800000.0,15960000.0,14586600.0
ORD-101298,2025-01-28,Jawa Timur,Offline,C01444,Retail,SR08,Networking,Switch 8 Port S8,3,0.1,Completed,450000.0,1215000.0,886500.0
ORD-101299,2025-01-28,Jakarta,Offline,C00357,Retail,SR02,Networking,Switch 8 Port S8,5,0.05,Completed,450000.0,2137500.0,
ORD-101300,2025-01-28,Kalimantan,Offline,K0090,Korporat,SR15,Aksesoris,Keyboard Mekanik K7,28,5.0,Completed,650000.0,17290000.0,11272800.0
ORD-101301,2025-01-28,Jawa Barat,Offline,C01992,Retail,SR05,Laptop,Laptop Axio Pro 15,2,0.0,Cancelled,13000000.0,26000000.0,23412600.0
RET-101267,2025-01-28,Jakarta,Online,C01598,Retail,SYS-ONLINE,Aksesoris,Keyboard Mekanik K7,-3,0.0,Returned,650000.0,-1950000.0,-1202100.0
ORD-101302,2025-01-29,Jakarta,Online,K0097,Korporat,SYS-ONLINE,Peralatan Kantor,Kertas A4 80gsm (rim),4,0.05,Cancelled,55000.0,209000.0,152800.0
ORD-101303,2025-01-29,Jawa Timur,Offline,C00275,UMKM,SR08,Peralatan Kantor,Kertas A4 80gsm (rim),3,0.0,Completed,55000.0,165000.0,115200.0
ORD-101304,2025-01-29,Sumatera,Offline,C01045,Retail,SR11,Smartphone,Smartphone Lumo A5,1,0.0,Cancelled,2800000.0,2800000.0,2395100.0
ORD-101305,2025-01-29,Jakarta,Offline,C01173,Retail,SR02,Networking,Router WiFi 6 R600,2,0.1,Completed,1200000.0,2160000.0,
ORD-101306,2025-01-29,Jakarta,Offline,C02122,Retail,SR01,Smartphone,Smartphone Lumo A5,1,0.0,Completed,2800000.0,2800000.0,2406800.0
ORD-101307,2025-01-30,Jawa Timur,Offline,C00329,UMKM,SR09,Peralatan Kantor,Kertas A4 80gsm (rim),12,0.05,Completed,55000.0,627000.0,451200.0
ORD-101308,2025-01-30,Jawa Timur,Online,C02278,Retail,SYS-ONLINE,Laptop,Laptop Axio Pro 15,2,0.1,Completed,13000000.0,23400000.0,22978000.0
ORD-101309,2025-01-30,Jakarta,Online,C00085,Retail,SYS-ONLINE,Laptop,Laptop Axio 14,2,0.1,Completed,8500000.0,15300000.0,15028600.0
ORD-101310,2025-01-31,Jakarta,Online,C02391,Retail,SYS-ONLINE,Peralatan Kantor,Kertas A4 80gsm (rim),5,0.05,Completed,55000.0,261250.0,189000.0
ORD-101311,2025-01-31,Jakarta,Offline,C00685,Retail,SR02,Peralatan Kantor,Kursi Ergonomis E1,1,0.05,Completed,1900000.0,1805000.0,1287600.0
ORD-101312,2025-01-31,Jawa Timur,Offline,C00123,UMKM,SR09,Smartphone,Smartphone Lumo A5,4,0.0,Completed,2800000.0,11200000.0,9634400.0
ORD-101313,2025-01-31,Sulawesi,Offline,K0122,Korporat,SR17,Laptop,Laptop Veno 13,9,0.05,Completed,6200000.0,53010000.0,49340700.0
ORD-101314,2025-01-31,Sulawesi,Online,C01449,Retail,SYS-ONLINE,Printer & Tinta,Printer InkJet P200,2,0.05,Completed,2100000.0,3990000.0,3421400.0
ORD-101315,2025-01-31,Jakarta,Offline,C00951,Retail,SR02,Peralatan Kantor,Kursi Ergonomis E1,1,0.0,Completed,1900000.0,1900000.0,1315600.0
ORD-101316,2025-01-31,Sumatra,Online,C01565,UMKM,SYS-ONLINE,Laptop,Laptop Axio Pro 15,4,0.05,Completed,13000000.0,49400000.0,46006000.0
ORD-101317,2025-01-31,Jakarta,Online,C00499,Retail,SYS-ONLINE,Aksesoris,Power Bank 20000mAh,2,0.05,Completed,320000.0,608000.0,396200.0
ORD-101107,2025-01-02,Jawa Timur,Offline,C00656,Retail,SR08,Aksesoris,Keyboard Mekanik K7,2,0.0,Completed,650000.0,1300000.0,
ORD-101108,2025-01-02,Jawa Barat,Offline,C00594,Retail,SR06,Peralatan Kantor,Kertas A4 80gsm (rim),2,0.05,Completed,55000.0,104500.0,77000.0
ORD-101109,2025-01-02,SULAWESI,Online,C02188,Retail,SYS-ONLINE,Printer & Tinta,Printer InkJet P200,1,0.05,Completed,2100000.0,1995000.0,1678700.0
ORD-101110,2025-01-02,Sumatera,Online,C00438,UMKM,SYS-ONLINE,laptop,Laptop Veno 13,2,0.0,Completed,6200000.0,12400000.0,11199800.0
ORD-101111,2025-01-02,Jakarta,Online,C01417,UMKM,SYS-ONLINE,Aksesoris,Power Bank 20000mAh,7,0.1,Completed,320000.0,2016000.0,1411900.0
ORD-101112,2025-01-02,Sumatera,Offline,C00924,UMKM,SR10,Peralatan Kantor,Kertas A4 80gsm (rim),13,0.0,Completed,55000.0,715000.0,494000.0
ORD-101327,2025-02-02,Jawa barat ,Offline,C00653,UMKM,SR06,Smartphone,Smartphone Lumo X,2,0.0,Completed,5500000.0,11000000.0,9558400.0
ORD-101328,2025-02-02,Sulawesi,Offline,K0079,Korporat,SR17,Peralatan Kantor,Kertas A4 80gsm (rim),151,0.08,Completed,55000.0,7640600.0,5753100.0
ORD-101329,2025-02-02,SULAWESI,Offline,C00107,Retail,SR16,Smartphone,Smartphone Lumo X,2,0.05,Completed,5500000.0,10450000.0,9503200.0
ORD-101330,2025-02-02,Sumatera,Offline,C00209,Retail,SR10,Aksesoris,Power Bank 20000mAh,5,0.0,Completed,320000.0,1600000.0,1005000.0
ORD-101331,2025-02-02,Sumatera,Offline,C01792,Retail,SR11,Aksesoris,Headset USB H3,5,0.0,Completed,350000.0,1750000.0,1040000.0
ORD-101332,2025-02-02,Jawa barat ,Offline,C00065,Retail,SR04,Aksesoris,Mouse Wireless M20,2,0.1,Completed,180000.0,324000.0,207600.0
ORD-101333,2025-02-02,Kalimantan,Offline,C00762,Retail,SR15,Smartphone,Smartphone Lumo A5,2,5.0,Completed,2800000.0,5320000.0,4926800.0
ORD-101334,2025-02-02,Sulawesi,Offline,C00350,UMKM,SR18,Smartphone,Smartphone Lumo A5,1,0.0,Completed,2800000.0,2800000.0,2420900.0
ORD-101335,2025-02-02,Jakarta,Offline,C00553,UMKM,SR03,Aksesoris,Keyboard Mekanik K7,7,0.0,Completed,650000.0,4550000.0,2828700.0
ORD-101336,2025-02-02,Kalimantan,Offline,C01254,Retail,SR15,Laptop,Laptop Axio 14,2,5.0,Completed,8500000.0,16150000.0,15347000.0
ORD-101337,2025-02-02,Sulawesi,Offline,C01465,UMKM,SR16,Smartphone,Smartphone Lumo X,5,0.1,Completed,5500000.0,24750000.0,24189000.0
ORD-101580,2025-03-02,,E-Commerce,K0059,Korporat,SYS-ONLINE,Laptop,Laptop Axio Pro 15,4,0.0,Completed,13000000.0,52000000.0,46538000.0
ORD-101581,2025-03-02,Jawa Barat,Offline,C02060,Retail,SR05,Laptop,Laptop Axio Pro 15,1,0.1,Completed,13000000.0,11700000.0,11732900.0
ORD-101582,2025-03-02,Jawa Barat,Offline,C00382,Retail,SR06,Aksesoris,Headset USB H3,3,0.05,Completed,350000.0,997500.0,628500.0
ORD-101583,2025-03-02,Sulawesi,Offline,C02383,Retail,SR17,Peralatan Kantor,Kursi Ergonomis E1,4,0.0,Completed,1900000.0,7600000.0,5144800.0
ORD-101584,2025-03-02,Jawa Barat,Offline,C01701,Retail,SR06,Printer & Tinta,Tinta Botol Set CMYK,1,0.05,Completed,280000.0,266000.0,165900.0
ORD-101585,2025-03-02,Jawa barat ,Online,C01511,UMKM,SYS-ONLINE,Printer & Tinta,Tinta Botol Set CMYK,4,0.05,Completed,280000.0,1064000.0,661600.0
ORD-101586,2025-03-02,Jawa Timur,Offline,C02289,Retail,SR09,Networking,Switch 8 Port S8,5,0.0,Completed,450000.0,2250000.0,
ORD-101587,2025-03-02,Jawa Barat,Offline,C00095,UMKM,SR06,Aksesoris,Mouse Wireless M20,5,0.0,Completed,180000.0,900000.0,528000.0
ORD-101588,2025-03-02,Sulawesi,Offline,C00640,UMKM,SR18,Peralatan Kantor,Kertas A4 80gsm (rim),13,0.0,Completed,55000.0,715000.0,494000.0
ORD-101589,2025-03-02,Jakarta,Online,C00812,UMKM,SYS-ONLINE,Networking,Switch 8 Port S8,1,0.0,Completed,450000.0,450000.0,
ORD-101590,2025-03-02,Jawa Barat,Offline,C01625,Retail,SR04,Aksesoris,Headset USB H3,5,0.0,Completed,350000.0,1750000.0,1036000.0
ORD-101591,2025-03-02,Jawa Timur,Offline,C00549,UMKM,SR09,Smartphone,Smartphone Lumo X,3,0.0,Completed,5500000.0,16500000.0,14357700.0
ORD-101592,2025-03-02,Sumatera,Offline,C01567,Retail,SR11,Networking,Router WiFi 6 R600,2,5.0,Completed,1200000.0,2280000.0,1720000.0
ORD-101593,2025-03-02,Kalimantan,Offline,C01474,UMKM,SR13,Laptop,Laptop Axio Pro 15,2,0.0,Completed,13000000.0,26000000.0,23393600.0
ORD-101594,2025-03-02,Jawa Barat,Online,C00425,Retail,SYS-ONLINE,Smartphone,Smartphone Lumo X,1,0.0,Completed,5500000.0,5500000.0,4870100.0
ORD-101595,2025-03-02,Kalimantan,Online,C00339,Retail,SYS-ONLINE,Printer & Tinta,Printer InkJet P200,2,0.05,Completed,2100000.0,3990000.0,3401800.0
RET-101542,2025-03-02,Jawa Barat,Offline,C00475,Retail,SR04,Smartphone,Smartphone Lumo A5,-1,0.1,Returned,2800000.0,-2520000.0,-2398900.0
ORD-101951,2025-04-02,Jawa Barat,Offline,C01350,Retail,SR05,Aksesoris,Keyboard Mekanik K7,1,0.0,Completed,650000.0,650000.0,405200.0
ORD-101952,2025-04-02,Jawa Timur,Offline,K0163,Korporat,SR09,Smartphone,Smartphone Lumo A5,4,0.0,Completed,2800000.0,11200000.0,9709600.0
ORD-101953,2025-04-02,Sumatera,online,C00318,UMKM,SYS-ONLINE,Peralatan Kantor,Kertas A4 80gsm (rim),12,0.1,Completed,55000.0,594000.0,462000.0
ORD-101954,2025-04-02,Jakarta,online,K0139,Korporat,SYS-ONLINE,Aksesoris,Headset USB H3,48,0.15,Completed,350000.0,14280000.0,
ORD-101955,2025-04-02,Jakarta,Offline,C01117,UMKM,SR01,Aksesoris,Power Bank 20000mAh,1,0.0,Completed,320000.0,320000.0,197800.0
ORD-101956,2025-04-02,Kalimantan,Offline,C01800,Retail,SR13,Peralatan Kantor,Kertas A4 80gsm (rim),2,0.0,Completed,55000.0,110000.0,75400.0
ORD-102161,2025-05-02,Sumatera,Offline,C00936,UMKM,SR10,Networking,Router WiFi 6 R600,2,0.0,Completed,1200000.0,2400000.0,1679600.0
ORD-102162,2025-05-02,Jawa Barat,Offline,C00114,UMKM,SR04,Printer & Tinta,Printer InkJet P200,4,0.0,Completed,2100000.0,8400000.0,6800000.0
ORD-102163,2025-05-02,Sumatera,Online,C02011,Retail,SYS-ONLINE,Peralatan Kantor,Kursi Ergonomis E1,2,0.0,Completed,1900000.0,3800000.0,2624200.0
ORD-102164,2025-05-02,Sulawesi,Offline,K0169,Korporat,SR17,Laptop,Laptop Axio Pro 15,10,0.05,Completed,13000000.0,123500000.0,116215000.0
ORD-102164,2025-05-02,Sulawesi,Offline,K0169,Korporat,SR17,Laptop,Laptop Axio Pro 15,10,0.05,Completed,13000000.0,123500000.0,116215000.0
ORD-102165,2025-05-02,Jawa Timur,Offline,C00141,Retail,SR09,Printer & Tinta,Printer InkJet P200,1,0.1,Completed,2100000.0,1890000.0,1692000.0
ORD-102166,2025-05-02,Kalimantan,Offline,C01003,UMKM,SR14,Peralatan Kantor,Kertas A4 80gsm (rim),6,0.0,Completed,55000.0,330000.0,228600.0
ORD-102167,2025-05-02,Jawa Timur,Offline,C00727,UMKM,SR07,Laptop,Laptop Axio Pro 15,2,0.0,Completed,13000000.0,26000000.0,23248200.0
ORD-102168,2025-05-02,Kalimantan,Offline,K0042,Korporat,SR15,Aksesoris,Power Bank 20000mAh,2,0.0,Completed,320000.0,640000.0,395800.0
ORD-102432,2025-06-02,Sumatera,Online,C01926,Retail,SYS-ONLINE,Peralatan Kantor,Kertas A4 80gsm (rim),3,0.05,Completed,55000.0,156750.0,114900.0
ORD-102433,2025-06-02,Jakarta,Online,C02166,UMKM,SYS-ONLINE,Laptop,Laptop Axio 14,2,0.1,Completed,8500000.0,15300000.0,15249400.0
ORD-102434,2025-06-02,Jawa Timur,Offline,C01472,UMKM,SR09,Laptop,Laptop Axio 14,3,0.0,Cancelled,8500000.0,25500000.0,22695600.0
ORD-102435,2025-06-02,Jakarta,Online,C02097,UMKM,SYS-ONLINE,Smartphone,Smartphone Lumo X,3,0.15,Completed,5500000.0,14025000.0,14490900.0
ORD-102436,2025-06-02,Jakarta,Offline,C00088,Retail,SR03,Printer & Tinta,Tinta Botol Set CMYK,2,0.05,Completed,280000.0,532000.0,329200.0
ORD-102437,2025-06-02,Sumatera,Offline,C02237,Retail,SR10,Networking,Switch 8 Port S8,3,0.0,Completed,450000.0,1350000.0,
ORD-102438,2025-06-02,Jawa Barat,Offline,C00017,Retail,SR04,Aksesoris,Headset USB H3,3,0.05,Completed,350000.0,997500.0,628200.0
ORD-102439,2025-06-02,Sumatera,Offline,C01630,UMKM,SR11,Aksesoris,Power Bank 20000mAh,9,0.0,Completed,320000.0,2880000.0,1797300.0
ORD-102676,2025-07-02,Sulawesi,Offline,C01387,Retail,SR18,Laptop,Laptop Axio 14,1,0.05,Completed,8500000.0,8075000.0,7582500.0
ORD-102677,2025-07-02,Jakarta,Offline,C02010,Retail,SR01,Aksesoris,Mouse Wireless M20,1,0.05,Completed,180000.0,171000.0,104900.0
ORD-102678,2025-07-02,Jawa Timur,Online,C00747,Retail,SYS-ONLINE,Networking,Router WiFi 6 R600,1,0.05,Completed,1200000.0,1140000.0,844000.0
ORD-102679,2025-07-02,Jawa Barat,Offline,C00883,UMKM,SR05,Laptop,Laptop Axio Pro 15,2,0.0,Completed,13000000.0,26000000.0,23211800.0
ORD-102680,2025-07-02,Kalimantan,Online,C00227,UMKM,SYS-ONLINE,Networking,Router WiFi 6 R600,4,0.05,Completed,1200000.0,4560000.0,3386000.0
ORD-102681,2025-07-02,Jawa Timur,Offline,C00300,UMKM,SR07,Smartphone,Smartphone Lumo A5,1,5.0,Completed,2800000.0,2660000.0,2411300.0
ORD-102966,2025-08-02,Jakarta,Offline,C01991,Retail,SR01,Peralatan Kantor,Kursi Ergonomis E1,5,0.0,Completed,1900000.0,9500000.0,6462500.0
ORD-102967,2025-08-02,Jawa Timur,Offline,C01289,UMKM,SR07,Networking,Switch 8 Port S8,4,0.0,Completed,450000.0,1800000.0,
ORD-102968,2025-08-02,Sumatera,Online,C01155,UMKM,SYS-ONLINE,Aksesoris,Power Bank 20000mAh,14,0.05,Completed,320000.0,4256000.0,2798600.0
ORD-102969,2025-08-02,Sumatera,Offline,C02136,Retail,SR12,Printer & Tinta,Printer InkJet P200,2,0.0,Completed,2100000.0,4200000.0,3393800.0
ORD-102970,2025-08-02,Sulawesi,Offline,C02174,UMKM,SR16,Laptop,Laptop Axio Pro 15,4,0.0,Completed,13000000.0,52000000.0,47012800.0
RET-102913,2025-08-02,Jawa Barat,Offline,K0129,Korporat,SR06,Networking,Switch 8 Port S8,-35,0.0,Returned,450000.0,-15750000.0,
ORD-103233,2025-09-02,Jawa Timur,Offline,C00190,UMKM,SR07,Laptop,Laptop Axio 14,4,0.0,Completed,8500000.0,34000000.0,30408000.0
ORD-103234,2025-09-02,Jawa Timur,Online,C01280,UMKM,SYS-ONLINE,Laptop,Laptop Axio Pro 15,5,0.15,Completed,13000000.0,55250000.0,58612500.0
ORD-103235,2025-09-02,,Online,C02377,Retail,SYS-ONLINE,laptop,Laptop Axio 14,2,0.0,Completed,8500000.0,17000000.0,15074400.0
ORD-103236,2025-09-02,Sulawesi,Offline,C02077,Retail,SR16,Printer & Tinta,Printer InkJet P200,1,0.1,Completed,2100000.0,1890000.0,1685100.0
ORD-103236,2025-09-02,Sulawesi,Offline,C02077,Retail,SR16,Printer & Tinta,Printer InkJet P200,1,0.1,Completed,2100000.0,1890000.0,1685100.0
ORD-103237,2025-09-02,Jakarta,Online,C02023,Retail,SYS-ONLINE,Peralatan Kantor,Kursi Ergonomis E1,5,0.25,Completed,1900000.0,7125000.0,6422000.0
ORD-103238,2025-09-02,Jakarta,Online,C01613,UMKM,SYS-ONLINE,Peralatan Kantor,Kursi Ergonomis E1,13,0.0,Completed,1900000.0,24700000.0,16955900.0
ORD-103239,2025-09-02,Jatim,Offline,C02065,Retail,SR08,aksesoris ,Mouse Wireless M20,5,0.0,Completed,180000.0,900000.0,530000.0
ORD-103240,2025-09-02,Jakarta,Online,C00194,Retail,SYS-ONLINE,Smartphone,Smartphone Lumo X,2,0.3,Completed,5500000.0,7700000.0,9676400.0
ORD-103241,2025-09-02,Jakarta,Offline,C00762,Retail,SR02,Peralatan Kantor,Kertas A4 80gsm (rim),1,0.0,Completed,55000.0,55000.0,38100.0
ORD-103242,2025-09-02,Kalimantan,Online,C00289,UMKM,SYS-ONLINE,Peralatan kantor,Kursi Ergonomis E1,3,0.1,Completed,1900000.0,5130000.0,3922500.0
ORD-103243,2025-09-02,Jawa Timur,Offline,C02245,Retail,SR08,Laptop,Laptop Axio 14,2,0.1,Completed,8500000.0,15300000.0,14999800.0
ORD-103487,2025-10-02,Jakarta,Online,C01718,UMKM,SYS-ONLINE,Laptop,Laptop Veno 13,4,0.15,Completed,6200000.0,21080000.0,22070400.0
ORD-103488,2025-10-02,,Online,C00952,Retail,SYS-ONLINE,Aksesoris,Keyboard Mekanik K7,1,0.1,Completed,650000.0,585000.0,404800.0
ORD-103489,2025-10-02,,Online,C02390,Retail,SYS-ONLINE,Peralatan Kantor,Kursi Ergonomis E1,5,0.05,Completed,1900000.0,9025000.0,6461500.0
ORD-103490,2025-10-02,Jawa Barat,Offline,C02081,UMKM,SR05,Aksesoris,Power Bank 20000mAh,6,0.05,Completed,320000.0,1824000.0,1207200.0
ORD-103491,2025-10-02,Sumatera,Offline,C01166,Retail,SR12,Aksesoris,Headset USB H3,4,0.0,Completed,350000.0,1400000.0,848400.0
ORD-103492,2025-10-02,Kalimantan,Online,C00905,Retail,SYS-ONLINE,Networking,Router WiFi 6 R600,5,0.1,Completed,1200000.0,5400000.0,4274000.0
ORD-103751,2025-11-02,Jawa Barat,Offline,C00629,UMKM,SR06,Laptop,Laptop Axio Pro 15,3,0.0,Completed,13000000.0,39000000.0,35444400.0
ORD-103752,2025-11-02,Jawa Barat,Offline,C02239,UMKM,SR06,Peralatan Kantor,Kertas A4 80gsm (rim),8,0.0,Completed,55000.0,440000.0,305600.0
ORD-103753,2025-11-02,Jawa Timur,Offline,K0021,Korporat,SR08,Peralatan Kantor,Kursi Ergonomis E1,39,0.3,Completed,1900000.0,51870000.0,49943400.0
ORD-103754,2025-11-02,Jakarta,Offline,C00537,UMKM,SR03,Networking,Switch 8 Port S8,7,0.0,Cancelled,450000.0,3150000.0,2121700.0
ORD-103755,2025-11-02,Kalimantan,Offline,C00106,UMKM,SR14,Aksesoris,Keyboard Mekanik K7,4,0.0,Completed,650000.0,2600000.0,1591200.0
ORD-103756,2025-11-02,Jawa Barat,Offline,K0049,Korporat,SR05,Printer&Tinta,Tinta Botol Set CMYK,2,0.05,Completed,280000.0,532000.0,330400.0
ORD-103757,2025-11-02,Jawa Barat,Offline,C01038,Retail,SR05,Aksesoris,Headset USB H3,3,0.1,Completed,350000.0,945000.0,634200.0
ORD-103758,2025-11-02,Jawa Timur,Offline,C01734,Retail,SR08,Aksesoris,Keyboard Mekanik K7,1,0.05,Completed,650000.0,617500.0,395900.0
ORD-103759,2025-11-02,Jakarta,Offline,K0023,Korporat,SR02,Aksesoris,Power Bank 20000mAh,30,0.0,Completed,320000.0,9600000.0,5985000.0
ORD-103760,2025-11-02,Jawa Barat,Offline,C00184,UMKM,SR05,Smartphone,Smartphone Lumo A5,1,0.05,Completed,2800000.0,2660000.0,2407600.0
ORD-103761,2025-11-02,Jakarta,Offline,C01168,UMKM,SR02,Peralatan Kantor,Kursi Ergonomis E1,10,0.0,Completed,1900000.0,19000000.0,13076000.0
ORD-103762,2025-11-02,Jawa Barat,Online,K0008,Korporat,SYS-ONLINE,Peralatan Kantor,Kertas A4 80gsm (rim),18,0.0,Completed,55000.0,990000.0,693000.0
ORD-103763,2025-11-02,Jawa Barat,Online,C02291,Retail,SYS-ONLINE,Aksesoris,Power Bank 20000mAh,3,0.05,Completed,320000.0,912000.0,605700.0
ORD-104078,2025-12-02,Jakarta,Offline,C00822,Retail,SR03,Laptop,Laptop Axio Pro 15,1,0.0,Completed,13000000.0,13000000.0,11620800.0
ORD-104079,2025-12-02,Jakarta,Online,C01105,UMKM,SYS-ONLINE,Networking,Switch 8 Port S8,14,0.15,Completed,450000.0,5355000.0,
ORD-104080,2025-12-02,Kalimantan,Online,C01882,Retail,SYS-ONLINE,Laptop,Laptop Axio Pro 15,1,0.1,Completed,13000000.0,11700000.0,11604900.0
ORD-104081,2025-12-02,Jawa Barat,Offline,C02178,UMKM,SR05,Smartphone,Smartphone Lumo A5,1,0.05,Completed,2800000.0,2660000.0,2448100.0
ORD-104082,2025-12-02,Jakarta,Online,C00422,Retail,SYS-ONLINE,Laptop,Laptop Axio 14,2,0.1,Completed,8500000.0,15300000.0,15280200.0
ORD-104083,2025-12-02,Sumatera,Online,C00578,UMKM,SYS-ONLINE,Peralatan Kantor,Kursi Ergonomis E1,9,0.05,Completed,1900000.0,16245000.0,11587500.0
ORD-104083,2025-12-02,Sumatera,Online,C00578,UMKM,SYS-ONLINE,Peralatan Kantor,Kursi Ergonomis E1,9,0.05,Completed,1900000.0,16245000.0,11587500.0
ORD-104084,2025-12-02,Jawa Timur,Offline,C00842,Retail,SR08,Peralatan Kantor,Kursi Ergonomis E1,5,0.25,Completed,1900000.0,7125000.0,6437500.0
ORD-104085,2025-12-02,Jakarta,Offline,C00535,Retail,SR02,Laptop,Laptop Axio Pro 15,2,0.0,Completed,13000000.0,26000000.0,23610200.0
ORD-104086,2025-12-02,Sulawesi,Online,C01276,Retail,SYS-ONLINE,Laptop,Laptop Axio 14,2,0.25,Completed,8500000.0,12750000.0,15363600.0
ORD-104087,2025-12-02,Jakarta,Online,C01246,Retail,SYS-ONLINE,Smartphone,Smartphone Lumo A5,1,0.05,Completed,2800000.0,2660000.0,2464500.0
ORD-104088,2025-12-02,Jawa Timur,Offline,C02255,Retail,SR08,ATK,Kursi Ergonomis E1,1,0.05,Completed,1900000.0,1805000.0,1286200.0
ORD-104089,2025-12-02,Kalimantan,Offline,C01322,UMKM,SR13,Smartphone,Smartphone Lumo X,5,0.0,Completed,5500000.0,27500000.0,23759500.0
ORD-104090,2025-12-02,Kalimantan,Offline,C02111,Retail,SR13,Laptop,Laptop Axio 14,2,0.0,Completed,8500000.0,17000000.0,15074200.0
ORD-104091,2025-12-02,Sulawesi,Online,K0176,Korporat,SYS-ONLINE,Aksesoris,Headset USB H3,44,0.05,Completed,350000.0,14630000.0,9279600.0
ORD-104092,2025-12-02,Jakarta,Online,C00792,UMKM,SYS-ONLINE,Aksesoris,Headset USB H3,4,0.05,Completed,350000.0,1330000.0,841600.0
ORD-104093,2025-12-02,Kalimantan,E-Commerce,C02376,Retail,SYS-ONLINE,Smartphone,Smartphone Lumo A5,2,0.0,Completed,2800000.0,5600000.0,4829600.0
ORD-101424,2025-02-13,DKI Jakarta,Online,K0009,Korporat,SYS-ONLINE,Printer & Tinta,Tinta Botol Set CMYK,9,0.05,Completed,280000.0,2394000.0,1467900.0
ORD-101425,2025-02-13,Jakarta,Online,C01478,Retail,SYS-ONLINE,Aksesoris,Keyboard Mekanik K7,4,0.05,Completed,650000.0,2470000.0,1588400.0
ORD-101425,2025-02-13,Jakarta,Online,C01478,Retail,SYS-ONLINE,Aksesoris,Keyboard Mekanik K7,4,0.05,Completed,650000.0,2470000.0,1588400.0
ORD-101426,2025-02-13,Jawa Barat,Offline,C01951,Retail,SR05,Laptop,Laptop Axio Pro 15,2,0.0,Completed,13000000.0,26000000.0,23217200.0
